ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
143,2937 N Sherman Blvd                               ,Milwaukee      ,53210,-87.967520955935,43.072417561464,100.0,0000576140,004,POINT (-87.967520955935 43.072417561464),18,6,Milwaukee County,06,6.0,4,55079004900
144,1122 Hackberry Ln                               ,Madison        ,53713-2510,-89.401372815204,43.04007611379,100.0,0000576190,001,POINT (-89.401372815204 43.04007611379),77,26,Dane County,26,26.0,2,55025001401
145,3300 140th St                               ,Frederic       ,54837-4402,-92.447706541255,45.684521973917,100.0,0000576240,001,POINT (-92.447706541255 45.684521973917),28,10,Polk County,10,10.0,7,55095960100
146,1226 Erie St                               ,Racine         ,53402-5122,-87.787060592224,42.736436055385,100.0,0000576260,001,POINT (-87.787060592224 42.736436055385),66,22,Racine County,22,22.0,1,55101000400
147,716 Moorland Rd                               ,Madison        ,53713-2157,-89.373174081265,43.035317246353,100.0,0000576260,003,POINT (-89.373174081265 43.035317246353),47,16,Dane County,16,16.0,2,55025001502
148,4420 N Houston Ave                               ,Milwaukee      ,53218-4552,-88.013517739257,43.097829605964,100.0,0000576260,005,POINT (-88.013517739257 43.097829605964),17,6,Milwaukee County,06,6.0,4,55079003300
149,2207 Mckenna Blvd                               ,Madison        ,53711-3911,-89.496870687928,43.028822905863,100.0,0000576320,001,POINT (-89.496870687928 43.028822905863),78,26,Dane County,26,26.0,2,55025000505
150,105 Walnut St                               ,Sheboygan Fls  ,53085-1328,-87.812611315312,43.730427177497,100.0,0000576370,001,POINT (-87.812611315312 43.730427177497),26,9,Sheboygan County,09,9.0,6,55117010601
151,221 Summit Ave                               ,Chippewa Fls   ,54729-3145,-91.386079830763,44.925952611922,100.0,0000576450,001,POINT (-91.386079830763 44.925952611922),67,23,Chippewa County,23,23.0,7,55017010200
152,3825 N 54th Blvd                               ,Milwaukee      ,53216-2205,-87.980867460361,43.086829992517,100.0,0000576570,002,POINT (-87.980867460361 43.086829992517),17,6,Milwaukee County,06,6.0,4,55079003700
153,1112 Avon St                               ,La Crosse      ,54603-2505,-91.245336528516,43.8395769912,100.0,0000576800,001,POINT (-91.245336528516 43.8395769912),95,32,La Crosse County,32,32.0,3,55063000200
154,4125 N 47th St                               ,Milwaukee      ,53216-1528,-87.972287660452,43.092252497139,100.0,0000577050,001,POINT (-87.972287660452 43.092252497139),17,6,Milwaukee County,06,6.0,4,55079004000
155,6221 Mendota Ave                               ,Middleton      ,53562-3001,-89.487942536123,43.09632279123,100.0,0000577160,001,POINT (-89.487942536123 43.09632279123),79,27,Dane County,27,27.0,2,55025011101
156,15201 Golden Rd                               ,Tomah          ,54660-6720,-90.557374977766,43.955061386318,100.0,0000577230,002,POINT (-90.557374977766 43.955061386318),96,32,Monroe County,32,32.0,3,55081950200
157,1126 Catalpa Cir                               ,Madison        ,53713-2490,-89.402718194482,43.041798343436,100.0,0000577650,001,POINT (-89.402718194482 43.041798343436),77,26,Dane County,26,26.0,2,55025001401
158,2025 E Johnson St                               ,Madison        ,53704-4724,-89.359593637921,43.096225980248,100.0,0000577690,001,POINT (-89.359593637921 43.096225980248),76,26,Dane County,26,26.0,2,55025002100
159,700 Ohio St                               ,Racine         ,53405-2204,-87.836179299204,42.724924768659,100.0,0000577700,001,POINT (-87.836179299204 42.724924768659),62,21,Racine County,21,21.0,1,55101001101
160,4215 N 42nd St                               ,Milwaukee      ,53216,-87.965075368045,43.093858721244,100.0,0000577700,002,POINT (-87.965075368045 43.093858721244),18,6,Milwaukee County,06,6.0,4,55079004100
161,4155 N 47th St                               ,Milwaukee      ,53216-1528,-87.972276763978,43.092908381062,100.0,0000577770,001,POINT (-87.972276763978 43.092908381062),17,6,Milwaukee County,06,6.0,4,55079004000
162,5223 N 45th St                               ,Milwaukee      ,53218-3418,-87.968931378782,43.112534900714,100.0,0000577780,001,POINT (-87.968931378782 43.112534900714),11,4,Milwaukee County,04,4.0,4,55079002000
163,4741 N 57th St                               ,Milwaukee      ,53218-5034,-87.983845969655,43.103550967343,100.0,0000577790,001,POINT (-87.983845969655 43.103550967343),17,6,Milwaukee County,06,6.0,4,55079003100
164,4700 Gordon Ave                               ,Monona         ,53716-2621,-89.327211160831,43.069073014459,100.0,0000577800,002,POINT (-89.327211160831 43.069073014459),47,16,Dane County,16,16.0,2,55025010300
165,2850 N 28th St                               ,Milwaukee      ,53210-2004,-87.948560085124,43.070872273795,100.0,0000577800,003,POINT (-87.948560085124 43.070872273795),16,6,Milwaukee County,06,6.0,4,55079008800
166,5100 N 71st St                               ,Milwaukee      ,53218-3942,-87.999766891822,43.110144507657,100.0,0000577800,004,POINT (-87.999766891822 43.110144507657),11,4,Milwaukee County,04,4.0,4,55079003000
167,1830 W Fairmount Ave                               ,Milwaukee      ,53209-5721,-87.933838864758,43.108254639948,100.0,0000577800,005,POINT (-87.933838864758 43.108254639948),11,4,Milwaukee County,04,4.0,4,55079002300
168,6961 N 37th St                               ,Milwaukee      ,53209-2462,-87.956958752106,43.144417523008,100.0,0000577800,006,POINT (-87.956958752106 43.144417523008),11,4,Milwaukee County,04,4.0,4,55079000900
169,1608 Holley St                               ,Holmen         ,54636-9681,-91.251494880417,43.947626470564,100.0,0000577800,013,POINT (-91.251494880417 43.947626470564),94,32,La Crosse County,32,32.0,3,55063010204
170,4663 N 42nd St Lower                         ,Milwaukee      ,53209-5865,-87.965077044426,43.102127133451,98.53,0000577800,014,POINT (-87.965077044426 43.102127133451),17,6,Milwaukee County,06,6.0,4,55079002600
171,202 E Chetac Ave                               ,Birchwood      ,54817-8839,-91.553787128792,45.656531656001,100.0,0000577810,001,POINT (-91.553787128792 45.656531656001),75,25,Washburn County,25,25.0,7,55129950300
172,1550 15th Ave                               ,Star Prairie   ,54026-5519,-92.47657046303,45.232321147449,100.0,0000577830,001,POINT (-92.47657046303 45.232321147449),28,10,Polk County,10,10.0,7,55095960902
173,34 Maple Ave                               ,Superior       ,54880-3186,-92.075332613697,46.71506552804,100.0,0000577840,001,POINT (-92.075332613697 46.71506552804),73,25,Douglas County,25,25.0,7,55031020400
174,3517 N 23rd St                               ,Milwaukee      ,53206-1842,-87.941080577644,43.082877422256,100.0,0000577860,001,POINT (-87.941080577644 43.082877422256),16,6,Milwaukee County,06,6.0,4,55079004700
175,1024 Villa St                               ,Racine         ,53403-1851,-87.78714667437,42.720705444329,100.0,0000577880,001,POINT (-87.78714667437 42.720705444329),66,22,Racine County,22,22.0,1,55101000200
176,201 N Gjertson St                               ,Stoughton      ,53589-2035,-89.231863491811,42.919624099936,100.0,0000577950,001,POINT (-89.231863491811 42.919624099936),43,15,Dane County,15,15.0,2,55025012202
177,223 E Chambers St                               ,Milwaukee      ,53212-2415,-87.908702459144,43.072934138157,100.0,0000578200,001,POINT (-87.908702459144 43.072934138157),10,4,Milwaukee County,04,4.0,4,55079007000
178,4624 N 36th St                               ,Milwaukee      ,53209-5940,-87.957947900499,43.101384077734,100.0,0000578260,001,POINT (-87.957947900499 43.101384077734),17,6,Milwaukee County,06,6.0,4,55079002600
179,8101 W Bender Ave                               ,Milwaukee      ,53218-1052,-88.011913023895,43.132282538867,100.0,0000578680,001,POINT (-88.011913023895 43.132282538867),11,4,Milwaukee County,04,4.0,4,55079001400
180,201 W Warren St                               ,New London     ,54961-2083,-88.741020918238,44.38224981743,100.0,0000578700,001,POINT (-88.741020918238 44.38224981743),40,14,Waupaca County,14,14.0,8,55135100900
181,2804 N 13th St                               ,Wausau         ,54403-3025,-89.610750912507,44.979120783964,100.0,0000578970,002,POINT (-89.610750912507 44.979120783964),85,29,Marathon County,29,29.0,7,55073000300
182,1919 N 33rd St                               ,Milwaukee      ,53208-1909,-87.955220429206,43.055585065417,100.0,0000579000,001,POINT (-87.955220429206 43.055585065417),16,6,Milwaukee County,06,6.0,4,55079009700
183,2446 N 33rd St                               ,Milwaukee      ,53210-3128,-87.955198803896,43.063479854289,100.0,0000579100,002,POINT (-87.955198803896 43.063479854289),16,6,Milwaukee County,06,6.0,4,55079009800
184,3861 N 18th St                               ,Milwaukee      ,53206-2428,-87.933289682462,43.087307006627,100.0,0000579340,003,POINT (-87.933289682462 43.087307006627),10,4,Milwaukee County,04,4.0,4,55079004600
185,6019 N 35th St                               ,Milwaukee      ,53209-3601,-87.956137493232,43.127120334249,100.0,0000579640,001,POINT (-87.956137493232 43.127120334249),11,4,Milwaukee County,04,4.0,4,55079001100
186,5855 N 40th St                               ,Milwaukee      ,53209-3920,-87.962209762988,43.124126821349,100.0,0000579700,002,POINT (-87.962209762988 43.124126821349),11,4,Milwaukee County,04,4.0,4,55079001000
187,743 Mount Vernon St                               ,Oshkosh        ,54901-4581,-88.535387436177,44.026241010998,100.0,0000579720,001,POINT (-88.535387436177 44.026241010998),54,18,Winnebago County,18,18.0,6,55139000502
188,3214 N 34th St                               ,Milwaukee      ,53216-3704,-87.956067839617,43.077412337566,100.0,0000579790,002,POINT (-87.956067839617 43.077412337566),16,6,Milwaukee County,06,6.0,4,55079006300
189,1003 Urban St                               ,Rothschild     ,54474-1545,-89.614125215269,44.87876371242,100.0,0000580480,001,POINT (-89.614125215269 44.87876371242),85,29,Marathon County,29,29.0,7,55073001000
190,814 Cranberry Cir                               ,Tomah          ,54660-3256,-90.515723540688,44.005379292185,100.0,0000580590,002,POINT (-90.515723540688 44.005379292185),70,24,Monroe County,24,24.0,3,55081950500
191,3902 London Rd                               ,Eau Claire     ,54701-8889,-91.462193630385,44.776397205319,100.0,0000580590,003,POINT (-91.462193630385 44.776397205319),91,31,Eau Claire County,31,31.0,3,55035000803
192,301 15th Ave                               ,Ashland        ,54806-1245,-90.899703805754,46.582908982682,99.43,0000580590,005,POINT (-90.899703805754 46.582908982682),74,25,Ashland County,25,25.0,7,55003950400
193,5005 Gordon Ave                               ,Monona         ,53716-2626,-89.327305038146,43.065290554923,100.0,0000580590,006,POINT (-89.327305038146 43.065290554923),47,16,Dane County,16,16.0,2,55025010300
194,212225 State Highway 97                               ,Stratford      ,54484-4326,-90.078909625336,44.795739829911,100.0,0000580590,007,POINT (-90.078909625336 44.795739829911),69,23,Marathon County,23,23.0,7,55073002000
195,2011 Westbrook Ln                               ,Madison        ,53711-4058,-89.490802525305,43.031178011108,100.0,0000580590,009,POINT (-89.490802525305 43.031178011108),78,26,Dane County,26,26.0,2,55025000505
196,4102 Saint Clair St                               ,Racine         ,53402-3008,-87.788045286861,42.771552388042,100.0,0000580590,010,POINT (-87.788045286861 42.771552388042),62,21,Racine County,21,21.0,1,55101001504
197,1855 Cary St                               ,Ashland        ,54806-2247,-90.857719124626,46.598730274085,100.0,0000580590,011,POINT (-90.857719124626 46.598730274085),74,25,Ashland County,25,25.0,7,55003950800
198,390 Paul Dr                               ,Kimberly       ,54136-1222,-88.353272400961,44.273649311752,100.0,0000580590,012,POINT (-88.353272400961 44.273649311752),3,1,Outagamie County,01,1.0,6,55087011600
199,6219 Raymond Rd                               ,Madison        ,53711-4105,-89.490127865919,43.031767552268,100.0,0000580590,014,POINT (-89.490127865919 43.031767552268),78,26,Dane County,26,26.0,2,55025000505
200,4428 N 58th St                               ,Milwaukee      ,53218-5610,-87.985392011695,43.097988945943,100.0,0000580590,015,POINT (-87.985392011695 43.097988945943),17,6,Milwaukee County,06,6.0,4,55079003100
201,200 Deer Valley Rd                               ,Madison        ,53713-2785,-89.386952169885,43.034576998574,100.0,0000580590,018,POINT (-89.386952169885 43.034576998574),47,16,Dane County,16,16.0,2,55025001502
202,5436 N 66th St                               ,Milwaukee      ,53218-3021,-87.993566043672,43.117296408451,100.0,0000580590,020,POINT (-87.993566043672 43.117296408451),11,4,Milwaukee County,04,4.0,4,55079001800
203,2507 Frontier Ln                               ,Fitchburg      ,53711-3530,-89.472117838204,43.025162277289,100.0,0000580590,021,POINT (-89.472117838204 43.025162277289),47,16,Dane County,16,16.0,2,55025000501
204,926 Point Basse Ave  ,Nekoosa        ,54457-1432,-89.897146462415,44.304375566684,100.0,0000580590,022,POINT (-89.897146462415 44.304375566684),70,24,Wood County,24,24.0,7,55141011700
205,9287 State Highway 80                               ,Marshfield     ,54449-9621,-90.181426000866,44.583282011833,100.0,0000580590,024,POINT (-90.181426000866 44.583282011833),70,24,Wood County,24,24.0,7,55141010700
206,820 Fulton St                               ,Antigo         ,54409-2235,-89.148177397041,45.143993741434,100.0,0000580590,026,POINT (-89.148177397041 45.143993741434),35,12,Langlade County,12,12.0,7,55067960700
207,1217 Beaser Ave                               ,Ashland        ,54806-3612,-90.88987350971,46.576082132094,100.0,0000580590,027,POINT (-90.88987350971 46.576082132094),74,25,Ashland County,25,25.0,7,55003950400
208,9221 W Joleno Ln                               ,Milwaukee      ,53224-1722,-88.025659680378,43.183632173195,100.0,0000580590,034,POINT (-88.025659680378 43.183632173195),12,4,Milwaukee County,04,4.0,4,55079000201
209,75941 Alder St                               ,Ashland        ,54806,-90.595396410341,46.546907333993,100.0,0000580590,035,POINT (-90.595396410341 46.546907333993),74,25,Ashland County,25,25.0,7,55003940000
210,322 19 1/4 St                               ,Chetek         ,54728-9341,-91.761774919816,45.255117996249,100.0,0000580590,036,POINT (-91.761774919816 45.255117996249),75,25,Barron County,25,25.0,7,55005001001
211,4458 N 64th St                               ,Milwaukee      ,53218-5501,-87.991845490407,43.098591688601,100.0,0000580590,037,POINT (-87.991845490407 43.098591688601),17,6,Milwaukee County,06,6.0,4,55079003100
212,4257 N 69th St                               ,Milwaukee      ,53216-1124,-87.998256640508,43.094865639273,100.0,0000580590,038,POINT (-87.998256640508 43.094865639273),17,6,Milwaukee County,06,6.0,4,55079003500
